App Version Code,App Version Name,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,developer_last_updated_time,Device,firefox_major_version,id,Package Name,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Review Link,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Text,Review Title,review_last_updated_time,review_submitted_time,Reviewer Language,Star Rating,star_rating,synthetic_developer_should_have_replied_but_did_not_reply
"2015548473","59.0.2","2018-04-02T06:00:40Z","1522648840565","Hi David.Perhaps this'll help reduce crashes:Pls upgrade to latest Android if an update is available Pls remove add-ons you don't need. Pls clear cache:Goto Android settings app, Applications, scroll to Firefox & Clear Cache. Consider clearing cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt",2018-04-02T06:00:40Z,"RCT6303W87M7",59,"gp:AOqpTOFCuOG11WhHpdToXv-j0T2-ca3SrmcAiietYEV6Y3Ty-EuyMVTLKRQh9UEm9bPEeF7viISBqXJ0vGIo2Q","org.mozilla.firefox","2018-05-01T16:14:22Z","1525191262291","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFCuOG11WhHpdToXv-j0T2-ca3SrmcAiietYEV6Y3Ty-EuyMVTLKRQh9UEm9bPEeF7viISBqXJ0vGIo2Q","2018-03-30T12:05:37Z","1522411537261","Crashes frequently. Incredibly sluggish without any add-ons installed. Firefox focus works better, but I miss having bookmarks neatly organized.",null,2018-05-01T16:14:22Z,2018-03-30T12:05:37Z,"en","1",1,false
"2015526481","57.0.1","2018-04-02T13:24:40Z","1522675480874","Hi. We do our best to make Firefox for Android as swift as possible. Aside from removing any add-ons you do not need, you may wish to go into the Android settings app, to Applications scroll to Firefox and Clear Cache. Please consider clearing the cache on all your other Android apps, every little bit helps. ^pw",2018-04-02T13:24:40Z,"lv7",57,"gp:AOqpTOHCGId-kvCmxav_tuaMYokjHjkc5E4y9kUc_exuLmTqmuxj-_7rMm9j94_lOzNj1TrWuI5K06cLrQSG2g","org.mozilla.firefox","2018-05-09T11:36:04Z","1525865764638","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOHCGId-kvCmxav_tuaMYokjHjkc5E4y9kUc_exuLmTqmuxj-_7rMm9j94_lOzNj1TrWuI5K06cLrQSG2g","2018-01-24T18:08:48Z","1516817328426","My finger is getting bruised with the multiple attempts needed opening websites...(especially if ""https"" prefix. 4-5 attempts just leave blank white screen. -not my ISP) - Not sure what's going on?? Cleared cache...(CLEAR CACHE CONSTANTLY) Tried desktop version... 70-100MB cache that CANNOT be deleted...NO ADD ONS what data is Firefox collecting/transmitting??",null,2018-05-09T11:36:04Z,2018-01-24T18:08:48Z,"en","1",1,false
"2015548473","59.0.2","2014-04-07T17:49:01Z","1396892941421","The decision was made by Brendan. Since the moment Brendan was appointed, free and open discussion has come from a diverse spectrum of viewpoints. Mozilla is an organization that believes in openness and that no one should be persecuted for the beliefs they hold, no matter what those beliefs are. We believe in unconditional freedom and openness.",2014-04-07T17:49:01Z,"msm8909",59,"gp:AOqpTOFgjTYitJqmV4sY8gbYYoUCfkVRVQH58N7AzKjcD2ZaHHD6CZDDjW8kg9fJ_1UGihhjug1JpmMv8IcRZw","org.mozilla.firefox","2018-05-12T12:59:47Z","1526129987031","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFgjTYitJqmV4sY8gbYYoUCfkVRVQH58N7AzKjcD2ZaHHD6CZDDjW8kg9fJ_1UGihhjug1JpmMv8IcRZw","2014-04-07T11:25:50Z","1396869950799","Keypad delayed, touch screen inaccurate and selects wrong links sometimes, gets stuck in landscape even after you exit auto rotate. Chrome and Fire Phoenix much better.",null,2018-05-12T12:59:47Z,2014-04-07T11:25:50Z,"en","1",1,false
"2015556161","60.0","2018-03-26T04:35:53Z","1522038953999","Hi Andrew: A few things that might help: Aside from removing any add-ons you don't need & upgrading to latest Android OS, you may wish to go into the Android settings app, to Applications, scroll to Firefox &Clear Cache. Please consider clearing the cache on all your other Android apps, every little bit helps. ^rt",2018-03-26T04:35:53Z,"P027",60,"gp:AOqpTOGeqfiHZNgehPVmMFfXAn656P55gonKgnt7w1jxVE1IsHyV-N5Gj_rMAdwhcIbsu979txCeBDRhbm_k0Q","org.mozilla.firefox","2018-05-13T00:50:18Z","1526172618518","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOGeqfiHZNgehPVmMFfXAn656P55gonKgnt7w1jxVE1IsHyV-N5Gj_rMAdwhcIbsu979txCeBDRhbm_k0Q","2018-03-24T01:29:14Z","1521854954830","Normally my goto web browser on my tablet but since the latest update Firefox regularly causes my tablet to completely lockup resulting in having to cycle the power to clear it. 1/4/18 and this problem still persists. Already running the latest available version of Android 7.0 for my device, no add on's in Firefox and have tried clearing cash several times. 6/4/18 problem with locking up still persists. 6/5/18 still persists and it is not the only Mozzila product that seems to be going down the pan. 13/05/18 Firefox still freezing and locking up my device. So have now installed Opera which which works with out a problem.",null,2018-05-13T00:50:18Z,2018-03-24T01:29:14Z,"en","1",1,false
"2015548473","59.0.2","2018-04-02T20:03:05Z","1522699385260","Hi. I recommend you search here https://addons.mozilla.org/en-GB/android/ for an add-on that might help you with this, mindful of any copyright restrictions on the videos in question. ^pw",2018-04-02T20:03:05Z,"E1M",59,"gp:AOqpTOHyhL_65h5stAw1DfqE-Y7LGyyzqZMWN3q28znUafhX6VVLBt-XfayXNoC-oeU3InMEo8y6N9Gx6lXXpw","org.mozilla.firefox","2018-05-15T11:05:24Z","1526382324611","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOHyhL_65h5stAw1DfqE-Y7LGyyzqZMWN3q28znUafhX6VVLBt-XfayXNoC-oeU3InMEo8y6N9Gx6lXXpw","2018-02-11T17:13:04Z","1518369184667","No option to download any vedio from Dailymotion website",null,2018-05-15T11:05:24Z,2018-02-11T17:13:04Z,"en","1",1,false
null,null,"2018-03-23T20:21:23Z","1521836483555","Hi Sam. We do our best to make Firefox for Android as swift as possible. Aside from removing any add-ons you do not need, you may wish to go into the Android settings app, to Applications scroll to Firefox and Clear Cache. Please consider clearing the cache on all your other Android apps, every little bit helps. ^pw",2018-03-23T20:21:23Z,"mido",,"gp:AOqpTOEYEXB_S3BT3_-r7A85XYxAaVLXazIcEt6jr2BQSIDZV1Ex49okBzmXccvWzPnx3CXRug9i9-KDs2ocLg","org.mozilla.firefox","2018-05-15T21:55:44Z","1526421344953","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOEYEXB_S3BT3_-r7A85XYxAaVLXazIcEt6jr2BQSIDZV1Ex49okBzmXccvWzPnx3CXRug9i9-KDs2ocLg","2017-06-09T21:11:09Z","1497042669927","Why do webpages take so much time to load??! This has been happening ever since quantum update.",null,2018-05-15T21:55:44Z,2017-06-09T21:11:09Z,"en","5",5,false
"2015558697","60.0.1","2018-03-20T04:22:45Z","1521519765467","Hi Drakon: We do our best to make Firefox for Android as swift as possible. Aside from removing add-ons you do not need & using the latest Android OS, pls try clearing cache: goto Android settings app, Applications, scroll to Firefox & Clear Cache. Instead of Search widget you can now use Firefox as an Android Assistant https://mzl.la/2FyBOCw ^rt",2018-03-20T04:22:45Z,"joan",60,"gp:AOqpTOFSXAS2EAjRE2x9i7PuTGC3zWRQOeyyNThk9A_eb0I_q88Vjj8Fxkamel3pCSRJDj20VbZX4wNXBDCFDA","org.mozilla.firefox","2018-05-18T03:02:44Z","1526612564500","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFSXAS2EAjRE2x9i7PuTGC3zWRQOeyyNThk9A_eb0I_q88Vjj8Fxkamel3pCSRJDj20VbZX4wNXBDCFDA","2017-12-29T23:05:54Z","1514588754286","Please fix the stutter when scrolling. I thought it was just the website until I used chrome. The UI is boring, and it still doesn't even compare to the desktop Firefox.",null,2018-05-18T03:02:44Z,2017-12-29T23:05:54Z,"en","2",2,false
"2015558697","60.0.1","2018-03-27T19:30:36Z","1522179036320","Hi 40NMK. We have made a change to that feature to improve the stability of Firefox for Android. You can still long-press on bookmarks to add them to the Android home screen from fast access to search engines and web pages through Firefox for Android. ^pw",2018-03-27T19:30:36Z,"d2tfnvzw",60,"gp:AOqpTOGgUkPEJqxNf9I4Vvcnt92UjR1VSCtFAuEIBmPVleMOIUpp38hpkBopOssmlCBruJtIJi1oVm987X_TXg","org.mozilla.firefox","2018-05-21T20:11:11Z","1526933471622","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOGgUkPEJqxNf9I4Vvcnt92UjR1VSCtFAuEIBmPVleMOIUpp38hpkBopOssmlCBruJtIJi1oVm987X_TXg","2018-02-03T18:52:14Z","1517683934039","Veeeeeerrrrrrryyyyyyy slow and lagging even after update. Uninstalled thumbs down",null,2018-05-21T20:11:11Z,2018-02-03T18:52:14Z,"en","1",1,false
"2015558697","60.0.1","2018-03-13T19:48:49Z","1520970529866","Hi. If you long press on a bookmark, you should have the option to edit that bookmarks location and create new folders to move it to. ^pw",2018-03-13T19:48:49Z,"angler",60,"gp:AOqpTOGzEG5VlNvfGmpLRobf1hjs_EIaOyb3leuhK7b50cog2pNSt5IwyviL_P9vcWKhSpGUjbHc5fUMD9yxqA","org.mozilla.firefox","2018-05-23T03:30:10Z","1527046210626","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOGzEG5VlNvfGmpLRobf1hjs_EIaOyb3leuhK7b50cog2pNSt5IwyviL_P9vcWKhSpGUjbHc5fUMD9yxqA","2018-01-17T03:35:03Z","1516160103800","Desperately needs bookmark sorting, organization, and import/export. Latest update installed 5-21-18 seems to have fixed slow site loading, but no changes to bookmarks.",null,2018-05-23T03:30:10Z,2018-01-17T03:35:03Z,"en","2",2,false
"2015558697","60.0.1","2018-04-02T14:37:31Z","1522679851354","Hi MaxG. Please can you try this with the updated version of the app available now in the Google Play store. ^pw",2018-04-02T14:37:31Z,"H4213",60,"gp:AOqpTOHKB86kjC6OYr2pi4yGSo_REvfc7dhHA-s_XGnA0dN4XLyAQvSZ5nvNDA4azXbWIGhPLduLjg4ohHPhqA","org.mozilla.firefox","2018-05-25T08:25:19Z","1527236719953","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOHKB86kjC6OYr2pi4yGSo_REvfc7dhHA-s_XGnA0dN4XLyAQvSZ5nvNDA4azXbWIGhPLduLjg4ohHPhqA","2015-03-18T11:23:34Z","1426677814075","How can I enable always desktop mode?",null,2018-05-25T08:25:19Z,2015-03-18T11:23:34Z,"pl","1",1,false
