App Version Code,App Version Name,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,developer_last_updated_time,Device,firefox_major_version,id,Package Name,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Review Link,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Text,Review Title,review_last_updated_time,review_submitted_time,Reviewer Language,Star Rating,star_rating,synthetic_developer_should_have_replied_but_did_not_reply
null,null,"2018-03-28T04:29:43Z","1522211383246","Hi Justin: Please try FF59.0.2 released 26March2018& upgrade to the latest version of Android. Perhaps this will also help: Please remove add-ons you don't need. Pls clear cache:Goto Android settings app, Applications, scroll to Firefox & Clear Cache. Consider clearing the cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt",2018-03-28T04:29:43Z,"klteatt",,"gp:AOqpTOGMZpGUt5czVYwQ7oP8aPdb5-C9fqWRfjHu5YKH-38_dNYEll8zmP39A5vEZaX3rEjWtDBZIEVNfVbdSQ","org.mozilla.firefox","2018-03-25T21:37:22Z","1522013842116","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOGMZpGUt5czVYwQ7oP8aPdb5-C9fqWRfjHu5YKH-38_dNYEll8zmP39A5vEZaX3rEjWtDBZIEVNfVbdSQ","2018-03-25T21:36:24Z","1522013784014","Firefox is a terrible app for mobile but great for computer and laptop. The only issues I have with Firefox app is how slow it loads.",null,2018-03-25T21:37:22Z,2018-03-25T21:36:24Z,"en","1",1,false
"2015547057","59.0.1","2018-06-12T22:12:30Z","1528841550956","Hallo, tut uns leid, dass Sie Probleme mit Firefox haben. Erweiterungen können Firefox verlangsamen. Im Menü unter “Add-ons” können Sie ggf. Erweiterungen deinstallieren. Falls dies nichts bringt, helfen unsere Kollegen im Support-Forum gerne weiter: https://mzl.la/2M5zQZW",2018-06-12T22:12:30Z,"a5y17lte",59,"gp:AOqpTOFIGaTQy6-yz7mAgyXQizlEvXIAmKhmUfGEJYSfI3sgK3lQd730rd1UhelBPq3osBZXjW8WrtGqErJpOQ","org.mozilla.firefox","2018-03-25T22:21:04Z","1522016464047","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFIGaTQy6-yz7mAgyXQizlEvXIAmKhmUfGEJYSfI3sgK3lQd730rd1UhelBPq3osBZXjW8WrtGqErJpOQ","2018-03-25T22:20:51Z","1522016451479","sehr langsam",null,2018-03-25T22:21:04Z,2018-03-25T22:20:51Z,"de","2",2,false
"2015547057","59.0.1","2018-03-28T04:28:49Z","1522211329259","Hi Hecate: Please try FF59.0.2 released 26March2018& upgrade to the latest version of Android. Perhaps this will help: Please remove add-ons you don't need. Pls clear cache:Goto Android settings app, Applications, scroll to Firefox & Clear Cache. Consider clearing the cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt",2018-03-28T04:28:49Z,"beam",59,"gp:AOqpTOHuzYD-Rh-j1TDXEKb98Es-Q52xF3Y-2mv92pBawLKsbpMGtswvq2b7Lp19iFUuIzw6OMYY2FTR2RJiJg","org.mozilla.firefox","2018-03-26T02:29:03Z","1522031343080","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOHuzYD-Rh-j1TDXEKb98Es-Q52xF3Y-2mv92pBawLKsbpMGtswvq2b7Lp19iFUuIzw6OMYY2FTR2RJiJg","2017-08-10T23:33:27Z","1502408007103","Seems pretty good. Just a bit sluggish.",null,2018-03-26T02:29:03Z,2017-08-10T23:33:27Z,"en","1",1,false
"2013102119","25.0","2018-03-26T04:39:42Z","1522039182371","Hi SD: A few things that might help reduce crashing: Aside from removing any add-ons you don't need, you may wish to go into the Android settings app, to Applications, scroll to Firefox &Clear Cache. Please consider clearing the cache on all your other Android apps, every little bit helps. ^rt",2018-03-26T04:39:42Z,"HWBLA",25,"gp:AOqpTOGDMZZj_XcOiwkks92MbGemliidgD2kb--3wpNGcl2xPS5t8JaSUVu2SRQ1qiN183U3n99Vs_7uMiNgfQ","org.mozilla.firefox","2018-03-26T04:58:26Z","1522040306604","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOGDMZZj_XcOiwkks92MbGemliidgD2kb--3wpNGcl2xPS5t8JaSUVu2SRQ1qiN183U3n99Vs_7uMiNgfQ","2018-03-23T16:23:16Z","1521822196241","New phone mate 10 and new installation of Firefox but crashes very often.",null,2018-03-26T04:58:26Z,2018-03-23T16:23:16Z,"en","2",2,false
"2015547057","59.0.1","2018-03-28T04:27:04Z","1522211224815","Hi Mason:I have the same phone (Note 8, 7.1) & Firefox is fine! Strange! Please try FF59.0.2 released 26March2018 Perhaps this will help: Pls remove add-ons you don't need. Pls clear cache:Goto Android settings app, Applications, scroll to Firefox & Clear Cache. Consider clearing the cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt ^rt",2018-03-28T04:27:04Z,"greatqlteue",59,"gp:AOqpTOHNUA3f5leH0ztNBtkibz2OtmSWXv3M8r0c14h9RiutyBlWNPlJN9FPUsBPGyFsjk6LAAvXIWLJ6VqXxQ","org.mozilla.firefox","2018-03-26T06:34:55Z","1522046095216","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOHNUA3f5leH0ztNBtkibz2OtmSWXv3M8r0c14h9RiutyBlWNPlJN9FPUsBPGyFsjk6LAAvXIWLJ6VqXxQ","2017-07-07T06:20:52Z","1499408452690","It's crashes all the time, it's slow, it crashes while playing videos, and some websites don't work properly using it.",null,2018-03-26T06:34:55Z,2017-07-07T06:20:52Z,"en","1",1,false
"2015547057","59.0.1","2018-03-29T06:02:26Z","1522303346603","Hi JJ:Please try FF59.0.2 released 26March2018. Perhaps this'll also help w/slowness:pls remove add-ons you don't need. Pls clear cache:Goto Android settings app, Applications, scroll to Firefox & Clear Cache. Consider clearing cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt",2018-03-29T06:02:26Z,"sailfish",59,"gp:AOqpTOEWq7dFxlU3yDadfdZz8wB5662dBl_hPaFLsWBd0RBh7IjgI9n8P7EP2_hNyqkYX1vsEq4X9NrwD9I6tw","org.mozilla.firefox","2018-03-26T08:20:00Z","1522052400843","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOEWq7dFxlU3yDadfdZz8wB5662dBl_hPaFLsWBd0RBh7IjgI9n8P7EP2_hNyqkYX1vsEq4X9NrwD9I6tw","2018-03-26T08:16:47Z","1522052207534","Painfully slow. After having a huge redirect issue with Chrome I moved back to Firefox and I regret it. The browser is ridiculously slow when clicking links, opening sites, scrolling and simple searches. It is very near to being useless on my Android phone.",null,2018-03-26T08:20:00Z,2018-03-26T08:16:47Z,"en","2",2,false
"2015022510","36.0","2018-03-29T06:01:15Z","1522303275193","Hi lp: Looks like you're using FF36. Pls try FF59.0.2 released 26March2018 & upgrade to latest Android. Perhaps this'll also help w/slowness:pls remove add-ons you don't need. Pls clear cache:Goto Android settings app, Applications, scroll to Firefox & Clear Cache. Consider clearing cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt",2018-03-29T06:01:15Z,"santoni",36,"gp:AOqpTOHu1Dydcdzq5gl0PbjajgjV0AZLhViGNSkwWfj9qeACVw32XN7AefHFXYsu0a_aZtxZiOGh52YDWKo3Cw","org.mozilla.firefox","2018-03-26T10:42:09Z","1522060929155","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOHu1Dydcdzq5gl0PbjajgjV0AZLhViGNSkwWfj9qeACVw32XN7AefHFXYsu0a_aZtxZiOGh52YDWKo3Cw","2018-03-26T10:41:07Z","1522060867649","Too slow in 4g network like 2g and Google Chrome work very excellent Fix bug",null,2018-03-26T10:42:09Z,2018-03-26T10:41:07Z,"en","1",1,false
"2015547057","59.0.1","2018-06-08T08:48:12Z","1528447692939","有時候裝置上的暫存檔會讓 Firefox 變慢。你可以在手機上的 設定 &gt; 應用程式 &gt; Firefox 裡清除暫存資料試試。",2018-06-08T08:48:12Z,"m2alte",59,"gp:AOqpTOFsHiMbT_2kEuv9GLY6pjQXb811jNPCb4FC_hRdqt6DGvda6ikKEYTotH05yTkdgeLp8OtRWHjAh_McmQ","org.mozilla.firefox","2018-03-26T11:24:25Z","1522063465684","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFsHiMbT_2kEuv9GLY6pjQXb811jNPCb4FC_hRdqt6DGvda6ikKEYTotH05yTkdgeLp8OtRWHjAh_McmQ","2018-03-09T06:34:04Z","1520577244596","一開始飛快，然後很快的就耍智障了，慢到不能用！",null,2018-03-26T11:24:25Z,2018-03-09T06:34:04Z,"zh-Hant","1",1,false
"2015547057","59.0.1","2018-03-29T05:59:41Z","1522303181875","Hi Alicia: Please try FF59.0.2 released 26March2018. Perhaps this will also help with your untrusted connection issue: Please remove add-ons you don't need. Pls clear cache:Goto Android settings app, Applications, scroll to Firefox & Clear Cache. Consider clearing the cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt",2018-03-29T05:59:41Z,"dreamqltecan",59,"gp:AOqpTOFNm8b2KTml7UcMPi1GjOOn4CNqnkLbF7vFnwIPI3qLNzKXgFUw2yWU9dpp1jpsyJNcLBCpAk-f9NUbqg","org.mozilla.firefox","2018-03-26T12:03:22Z","1522065802367","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFNm8b2KTml7UcMPi1GjOOn4CNqnkLbF7vFnwIPI3qLNzKXgFUw2yWU9dpp1jpsyJNcLBCpAk-f9NUbqg","2013-06-20T14:46:12Z","1371739572157","Every site is now listed as an untrusted connection. Even Mozilla's.",null,2018-03-26T12:03:22Z,2013-06-20T14:46:12Z,"en","1",1,false
"2015547057","59.0.1","2018-03-29T05:52:40Z","1522302760938","Hi BSF44: Please try FF59.0.2 released 26March2018. Perhaps this will help: Please remove add-ons you don't need. Pls clear cache:Goto Android settings app, Applications, scroll to Firefox & Clear Cache. Consider clearing the cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt",2018-03-29T05:52:40Z,"dream2qltesq",59,"gp:AOqpTOGXZYQJuu0Um1TzClRqYCPfn0dwSFk7mw_GGzDiwCpucnjMxhSHQRXwbiTlNiUqbEGdE7Qh8wN9KzeD_w","org.mozilla.firefox","2018-03-26T23:12:37Z","1522105957270","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOGXZYQJuu0Um1TzClRqYCPfn0dwSFk7mw_GGzDiwCpucnjMxhSHQRXwbiTlNiUqbEGdE7Qh8wN9KzeD_w","2018-03-26T23:12:00Z","1522105920987","Crashes all the time, starting to wonder why I bother using this junk anymore..",null,2018-03-26T23:12:37Z,2018-03-26T23:12:00Z,"en","1",1,false
"2015548473","59.0.2","2018-03-29T05:51:35Z","1522302695851","Hi Durg: Can't help w/dark theme but maybe the following will help w/lag: Please upgrade to the latest version of Android. Please remove add-ons you don't need. Pls clear cache:Goto Android settings app, Applications, scroll to Firefox & Clear Cache. Consider clearing the cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt",2018-03-29T05:51:35Z,"lucye",59,"gp:AOqpTOFYpPpgyZUZX-5J2RkhRfoDWNTQGc4EB08jqYMz5B0t1wJdFC-mmIyoqVWvy8ONGyFxTY8lPgTHzX7Q9A","org.mozilla.firefox","2018-03-27T01:32:04Z","1522114324333","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFYpPpgyZUZX-5J2RkhRfoDWNTQGc4EB08jqYMz5B0t1wJdFC-mmIyoqVWvy8ONGyFxTY8lPgTHzX7Q9A","2017-11-16T23:34:12Z","1510875252618","This browser is way laggier than it used to be and there's no dark theme anymore. I don't know how it managed to become so much worse after the redisign.",null,2018-03-27T01:32:04Z,2017-11-16T23:34:12Z,"en","1",1,false
"2015547057","59.0.1","2018-03-29T05:49:37Z","1522302577569","Hi Yunus: Please try FF59.0.2 released 26March2018& upgrade to the latest version of Android. Perhaps this will help: Please remove add-ons you don't need. Pls clear cache:Goto Android settings app, Applications, scroll to Firefox & Clear Cache. Consider clearing the cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt",2018-03-29T05:49:37Z,"zerolte",59,"gp:AOqpTOGeSrHP0Y9OuuaP8HqSZZWnV_iwNelWjS6374CNsJhI6Weh1KN1ffgOleZl6W3OLlKNoaCY2HCQWBiFpw","org.mozilla.firefox","2018-03-27T05:42:52Z","1522129372746","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOGeSrHP0Y9OuuaP8HqSZZWnV_iwNelWjS6374CNsJhI6Weh1KN1ffgOleZl6W3OLlKNoaCY2HCQWBiFpw","2018-03-27T05:40:30Z","1522129230821","It was good some time ago. But now it sucks so much. It won't show the contents of the page. Just white screen, I have to wait for some time till it shows the content. My internet connection speed is pretty good, and those web-sites are working perfectly well in Chrome. Which means that I have the right to blame Mozilla. It became so irritating, uninstalling.",null,2018-03-27T05:42:52Z,2018-03-27T05:40:30Z,"en","2",2,false
null,null,"2018-03-30T03:14:30Z","1522379670486","Hi Bishal: Please try FF59.0.2 released 26March2018 & upgrade to latest version of Android. Perhaps this'll also help w/slowness & add-ons:pls remove add-ons you don't need. Please consider clearing cache on all apps, every bit helps http://mzl.la/1mPeNxq ^rt",2018-03-30T03:14:30Z,"natrium",,"gp:AOqpTOEN22heB05OCtfjPuMLCqUyHmowXqNeOpF3r_vx9Kq_v-gZkfOs8rwgTkhqLW8J6Id45mkl-GlaN4cFXA","org.mozilla.firefox","2018-03-27T09:31:05Z","1522143065797","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOEN22heB05OCtfjPuMLCqUyHmowXqNeOpF3r_vx9Kq_v-gZkfOs8rwgTkhqLW8J6Id45mkl-GlaN4cFXA","2018-03-27T09:29:45Z","1522142985016","It was good at first but after few updates it is worst.. Just lag all the times and slow loading pages stuck while playing youtube videos and sites. 😡",null,2018-03-27T09:31:05Z,2018-03-27T09:29:45Z,"en","2",2,false
null,null,"2018-06-08T08:48:07Z","1528447687439","Halo... Mohon maaf atas ketidaknyamanannya, mohon berikan detil dari masalah yang dihadapi agar kami bisa membantu masalah tersebut. Anda juga bisa mengunjungi Support Forum kami untuk mencari dukungan. Ada banyak kontributor yang bisa membantu Anda di Support Forum http://mzl.la/1PbRGTP ^HF",2018-06-08T08:48:07Z,"A37f",,"gp:AOqpTOHDICjxpkUDXVwKIG4YLedCTiQZXFM3mOBdeTeTRnjs-8b-Mn17VEKRQ9TECd39ci45cW8tSvk72IFycg","org.mozilla.firefox","2018-03-27T11:12:06Z","1522149126610","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOHDICjxpkUDXVwKIG4YLedCTiQZXFM3mOBdeTeTRnjs-8b-Mn17VEKRQ9TECd39ci45cW8tSvk72IFycg","2018-03-27T11:11:51Z","1522149111808","Kintil...nga bisa gua Download",null,2018-03-27T11:12:06Z,2018-03-27T11:11:51Z,"id","1",1,false
